"","Overall"
"횟수비율_쇼핑",100
"p_v_.4",91.7666813498143
"p_v_.5",67.9604257481336
"p_v_.12",53.8330689974959
"p_v_.20",53.0610767547888
"시간비율_게임",41.4663451815572
"시간비율_뉴스.미디어",34.9587780597406
"p_v_.9",31.7513411364895
"s_v_mean",23.6495623783602
"v_t_median",23.2753149645796
"p_v_.3",21.6504671515678
"시간비율_온라인교육",21.3794673177125
"p_v_.19",20.6353940281788
"wk_z2",20.5725452702922
"p_v_.16",20.2235790977891
"s_prt_sd",18.7118728770827
"v_pr_max",18.5747567998519
"mean_time_cnt",17.3405185112408
"cons_time9_we",16.339740196095
"횟수비율_사회.문화.종교",15.8366217154005
"interval",15.6962733175633
"시간비율_서비스",14.8490699870355
"nov_z2",14.5626794672555
"횟수비율_건강.의학",14.1163841457129
"day_coef_cnt",13.8088642745466
"횟수비율_인터넷.컴퓨터",12.9501490428217
"s_pr_median",11.0485800156299
"횟수비율_비즈니스.경제",10.5721221301401
"time5_z2_wk",8.50800021820757
"cons_time22",7.92735444134334
"time8_z3",7.66859594146368
"jan_z2",7.58820968364535
"time0_z2_wk",6.95483732508219
"시간비율_커뮤니티",6.08450302431127
"cons_num13_we",4.73367648709046
"p_v_.13",3.91137412482759
"sep_z",2.87009673384893
"p_v_.1",2.47479256625722
"net_day",2.06048511912191
"time13_z3",1.99065662294196
"time0_z_we",1.71954962123771
"시간비율_여행",1.2709242632366
"시간비율_문학.예술",0.83095875883867
"cons_num8_wk",0.00759508916814557
"time12_z2_wk",0
