"","Overall"
"횟수비율_쇼핑",100
"p_v_.4",95.1691423134709
"p_v_.5",77.7771627483741
"p_v_.12",57.3915136288355
"p_v_.20",51.7322452570723
"시간비율_게임",39.5749650920335
"s_v_mean",33.5045643036199
"p_v_.9",30.0037620173484
"p_v_.19",25.9410158857007
"시간비율_뉴스.미디어",24.2211659142693
"mean_time_cnt",21.2596030753683
"p_v_.3",20.8074341039103
"시간비율_온라인교육",20.7949970221149
"wk_z2",20.7367404516594
"시간비율_서비스",18.753313026702
"횟수비율_사회.문화.종교",18.5609489515217
"v_pr_max",16.8098681665695
"v_t_median",15.3614278845698
"interval",13.2142940086157
"nov_z2",11.6843475909224
"day_coef_cnt",11.3073935252959
"시간비율_커뮤니티",11.2973806204606
"p_v_.16",10.7354767540147
"s_prt_sd",9.70220676063339
"횟수비율_인터넷.컴퓨터",9.05164779885277
"시간비율_여행",8.85063737136643
"jan_z2",8.70227919518633
"p_v_.1",8.52532881489039
"횟수비율_비즈니스.경제",8.4423434587728
"cons_time9_we",8.14713540242228
"횟수비율_건강.의학",7.20286214250795
"s_pr_median",7.12197022856282
"cons_time22",6.98311250001954
"time0_z2_wk",6.3114301252071
"cons_num8_wk",6.29293805268373
"p_v_.13",6.098127993854
"time13_z3",5.92050524063809
"time0_z_we",5.55965541505708
"time8_z3",5.27376244948435
"time5_z2_wk",5.25266811203826
"time12_z2_wk",4.55926627468658
"net_day",3.76254797789659
"sep_z",2.76187898501346
"시간비율_문학.예술",2.36478280737355
"cons_num13_we",1.21704223297882
"cat_coef_visit",1.03846725433029
"p_v_.17",0.854204364223613
"apr_z2",0.545301706994929
"mean_time",0.334002156608884
"cons_num5",0
