"","Overall"
"횟수비율_쇼핑",100
"p_v_.4",81.709756762565
"p_v_.5",67.1810233634818
"p_v_.12",51.0973850329238
"p_v_.20",43.3676767151789
"시간비율_게임",42.2190165374287
"p_v_.9",36.2105677740063
"s_v_mean",24.0115037542192
"시간비율_뉴스.미디어",23.899648522752
"p_v_.19",21.5368360887923
"시간비율_온라인교육",18.1107853865872
"wk_z2",16.9858842623357
"mean_time_cnt",16.6062996965358
"횟수비율_사회.문화.종교",16.0862885374804
"cons_time9_we",13.6968571639527
"time0_z2_wk",13.3653888063234
"p_v_.3",12.9585253272473
"interval",12.8119321046548
"v_pr_max",11.8448781296675
"p_v_.16",11.1266445547976
"v_t_median",11.1211378991689
"시간비율_서비스",10.9940895229586
"cons_time22",10.7180795810047
"시간비율_커뮤니티",10.6127003415501
"day_coef_cnt",10.2804173288747
"횟수비율_인터넷.컴퓨터",8.76435460002362
"횟수비율_비즈니스.경제",7.89117501031552
"time8_z3",6.21209877551503
"s_prt_sd",6.16449817180408
"p_v_.1",5.40052016927775
"횟수비율_건강.의학",5.10039712542951
"nov_z2",4.04756031781584
"s_pr_median",2.83042786782982
"time5_z2_wk",1.88696107818805
"cons_num13_we",0
