"","Overall"
"횟수비율_쇼핑",100
"p_v_.4",98.7322255988808
"p_v_.5",66.6332507938003
"p_v_.12",64.3178783807299
"p_v_.20",63.3619276953096
"시간비율_뉴스.미디어",55.0822527328765
"시간비율_게임",52.2482522580037
"p_v_.9",36.9389191363851
"s_v_mean",29.1907169724833
"시간비율_온라인교육",28.7929608911744
"p_v_.16",28.4569590659518
"cons_time9_we",27.6988188115273
"p_v_.19",27.2209307343023
"p_v_.3",26.0448519342376
"횟수비율_사회.문화.종교",24.3366579131339
"v_t_median",24.3274226254077
"interval",22.9192324885465
"mean_time_cnt",22.602789272272
"시간비율_서비스",21.5842005356393
"v_pr_max",21.1263203917752
"s_prt_sd",17.9565557508735
"wk_z2",17.7858458947976
"횟수비율_건강.의학",17.5171796032859
"s_pr_median",16.5170540152558
"p_v_.1",16.1574013868454
"nov_z2",16.1548019894154
"시간비율_커뮤니티",15.8622063878484
"day_coef_cnt",15.4201120132341
"time0_z2_wk",15.2224946803332
"time8_z3",14.9221380207252
"jan_z2",13.5356417121295
"cons_time22",12.778723174497
"cons_num5",12.7230255144226
"시간비율_여행",12.397788907985
"sep_z",12.0079201411636
"time5_z2_wk",11.5900781445709
"횟수비율_비즈니스.경제",11.5325646197204
"cat_coef_visit",10.6303211986282
"시간비율_문학.예술",10.5240058437425
"횟수비율_인터넷.컴퓨터",10.3468197746412
"net_day",10.2306675571955
"cons_num13_we",9.7850194349519
"mean_time",9.67518375326104
"cons_num8_wk",9.58646631897622
"p_v_.17",7.37563424368935
"cons_num18_wk",7.13812730051314
"cons_cnt18_we",6.74316371472905
"p_v_.13",6.70039248673138
"time12_z2_wk",5.94266442247071
"time0_z_we",5.35722813329324
"apr_z2",5.01980035290905
"cat_coef_cnt",4.75010544270003
"time13_z3",4.46114157068515
"dec_z2",4.00437545429112
"cons_cnt9_wk",2.45522370822759
"time22_z3_wk",2.01538709595245
"jun_z2",1.12361553307811
"sep_z2",0.778278157657019
"time9_z_wk",0.559731962019981
"cons_num12_we",0
