"","Overall"
"횟수비율_쇼핑",100
"p_v_.4",92.6470564312335
"p_v_.20",46.7150939210588
"p_v_.5",41.1352901101737
"p_v_.12",40.5630982574904
"p_v_.9",36.8654999820628
"시간비율_뉴스.미디어",35.2238068113177
"wk_z2",34.6631478394599
"시간비율_게임",34.0716831473275
"s_v_mean",31.3088304280377
"interval",27.8401131746339
"s_prt_sd",24.6502441982632
"p_v_.19",21.4530291107207
"cons_time9_we",21.146859807174
"시간비율_온라인교육",19.8573861252166
"mean_time_cnt",19.6913665813074
"횟수비율_사회.문화.종교",19.1134040072608
"p_v_.3",15.4089733347295
"day_coef_cnt",14.6456926916211
"v_pr_max",14.4337342671856
"시간비율_커뮤니티",13.0574771553495
"v_t_median",10.2720381408722
"p_v_.1",10.1290073015037
"시간비율_서비스",9.95688312208698
"p_v_.16",8.29870829166185
"time8_z3",7.96384377646965
"횟수비율_비즈니스.경제",6.04673137009511
"time0_z2_wk",5.73711162039202
"cons_time22",3.96570136653936
"횟수비율_인터넷.컴퓨터",0
