"CUS_ID","d_Man","d_Woman","p_Man","p_Woman"
2501,0.606948682138975,0.677136046960699,0.472670275087324,0.527329724912676
2502,0.676796622195669,0.658961117877708,0.506676174796854,0.493323825203146
2503,0.645745419251179,0.649012272991351,0.498738430457009,0.501261569542991
2504,0.639123342108229,0.653228453173562,0.494542851599375,0.505457148400625
2505,0.655276143876879,0.665066710751607,0.496292414943434,0.503707585056566
2506,0.634657279580974,0.667146319987306,0.487521527664731,0.512478472335269
2507,0.66112987981053,0.5902587471279,0.52831699567864,0.47168300432136
2508,0.678779790810968,0.640790516219835,0.514394562528697,0.485605437471303
2509,0.695059882786408,0.625888663929703,0.526182404692698,0.473817595307302
2510,0.663055036971288,0.636693735589085,0.510140921822251,0.489859078177749
2511,0.625534032087701,0.681330306694949,0.478652614142328,0.521347385857672
2512,0.641604730746687,0.668576188789182,0.489706971899709,0.510293028100291
2513,0.661499990809563,0.631834021832917,0.511468796415566,0.488531203584434
2514,0.579539169450512,0.709989461664459,0.449419388966511,0.550580611033489
2515,0.664838559607996,0.619141883878548,0.517794926691158,0.482205073308842
2516,0.639511968107149,0.640500590138714,0.49961382330775,0.50038617669225
2517,0.665956601849736,0.628544150900564,0.514450532712973,0.485549467287027
2518,0.627256404371522,0.672299616743925,0.482669768890093,0.517330231109907
2519,0.532775212187245,0.677344568511342,0.44026650971665,0.55973349028335
2520,0.6640325420389,0.61883585915856,0.517615479046079,0.482384520953921
2521,0.67887074371879,0.646823773010115,0.512086861001639,0.487913138998361
2522,0.648121800252437,0.692920503757706,0.483297058052789,0.516702941947211
2523,0.592128060528608,0.664887717010618,0.471058574688519,0.528941425311481
2524,0.6208019740263,0.604254611374015,0.506753713603718,0.493246286396282
2525,0.62444657633186,0.675811156095094,0.480248308284481,0.519751691715519
2526,0.636632302218229,0.668221998414604,0.487895316672116,0.512104683327884
2527,0.581721490160791,0.679023905738801,0.461410759105497,0.538589240894503
2528,0.664757209042125,0.625416607670637,0.515246240801772,0.484753759198228
2529,0.643139451914145,0.648010097053987,0.498113833853044,0.501886166146956
2530,0.687414665718041,0.622532534331187,0.52476517045283,0.47523482954717
2531,0.675410639837993,0.630722988369592,0.51710684515861,0.48289315484139
2532,0.664908080912301,0.655710561953639,0.503482276661907,0.496517723338093
2533,0.689733926529377,0.608820282902641,0.531155281404127,0.468844718595873
2534,0.599517048647832,0.690503288843711,0.464734571404974,0.535265428595026
2535,0.654939417316924,0.655833089281453,0.499659104856094,0.500340895143906
2536,0.609522839327989,0.689162054325962,0.469338514913382,0.530661485086618
2537,0.577899411942576,0.669708454862503,0.463205969855322,0.536794030144678
2538,0.589231579373531,0.647799383083123,0.476327268481106,0.523672731518894
2539,0.63744663035407,0.674178571567498,0.485997546723098,0.514002453276902
2540,0.669814753612757,0.643618757080487,0.509972334464971,0.490027665535029
2541,0.683989731264443,0.566846699030834,0.546825879625986,0.453174120374014
2542,0.60383324182775,0.671797471650319,0.47336053878898,0.52663946121102
2543,0.642741723382538,0.644612822776631,0.499273277357945,0.500726722642055
2544,0.669024728520232,0.65308937397676,0.506026467198775,0.493973532801225
2545,0.650198868317522,0.668099896341601,0.493210557233319,0.506789442766681
2546,0.697090573911457,0.629261354106972,0.525569842502443,0.474430157497557
2547,0.665462901104479,0.659064687779215,0.50241528125913,0.49758471874087
2548,0.684015513429489,0.594148432313442,0.53515475515303,0.46484524484697
2549,0.693065563115453,0.620414342786026,0.52765600752741,0.47234399247259
2550,0.69155464333982,0.573619436040675,0.546608292574605,0.453391707425395
2551,0.705637177899232,0.530319830242881,0.570923724086442,0.429076275913558
2552,0.586558770928615,0.651086172881647,0.473931375765017,0.526068624234983
2553,0.586889409182406,0.703362591218363,0.454864173045351,0.545135826954649
2554,0.62671444191648,0.66568950587165,0.48492148525936,0.51507851474064
2555,0.667676307402122,0.64626376947346,0.508148217070743,0.491851782929257
2556,0.638343554457476,0.667016563457304,0.489017203526323,0.510982796473678
2557,0.610432787850645,0.69854711763975,0.46634236728176,0.53365763271824
2558,0.678931922368761,0.644184348586202,0.513130960046875,0.486869039953125
2559,0.625131972983045,0.696089044860602,0.473147160498035,0.526852839501965
2560,0.668665679763557,0.649675314212733,0.507202372389842,0.492797627610158
2561,0.704477004518213,0.640826294753735,0.523656639286815,0.476343360713185
2562,0.552715823622842,0.704491419441585,0.439637797723472,0.560362202276528
2563,0.578744496281501,0.613162904346081,0.485561626663927,0.514438373336074
2564,0.656496026907863,0.642049304199,0.505562656290385,0.494437343709615
2565,0.664068312345058,0.635228022528673,0.511098426526073,0.488901573473927
2566,0.708327845216666,0.618700478130541,0.533769952573452,0.466230047426548
2567,0.632468557297171,0.672232776712551,0.484761179291059,0.515238820708941
2568,0.626323474147997,0.646361679821885,0.492127587246782,0.507872412753218
2569,0.674153252303624,0.644127370296455,0.511388274048946,0.488611725951055
2570,0.532693374711024,0.652514339130524,0.449451491489567,0.550548508510433
2571,0.63211742813982,0.664054144677094,0.487680366856115,0.512319633143885
2572,0.652680808877466,0.684325413418036,0.488165872374835,0.511834127625165
2573,0.640442587854502,0.681407802773102,0.484504594767662,0.515495405232338
2574,0.659396022670419,0.637546197732465,0.508423592275054,0.491576407724946
2575,0.67969861252902,0.622183522976434,0.522089207611047,0.477910792388953
2576,0.629887015128834,0.675762666755647,0.482431868110059,0.517568131889941
2577,0.627704590686016,0.677330546412021,0.480986735791514,0.519013264208486
2578,0.702852191490807,0.573503296596803,0.550671186868092,0.449328813131908
2579,0.642329963459276,0.683560375363301,0.484451801669873,0.515548198330127
2580,0.635433718816945,0.671297442290231,0.486277313750252,0.513722686249748
2581,0.690062196349383,0.589679791425164,0.539219782535534,0.460780217464467
2582,0.602296633881408,0.700484933942156,0.462315900652179,0.537684099347821
2583,0.598407879402998,0.709869155378916,0.457401500977009,0.542598499022991
2584,0.575700573366993,0.692780429702358,0.453850370619637,0.546149629380363
2585,0.673829170788607,0.652440188415899,0.508063589128507,0.491936410871493
2586,0.653860629633238,0.666998219854269,0.495026875798982,0.504973124201018
2587,0.680725003725507,0.628111555200407,0.520099319569847,0.479900680430153
2588,0.654644060931211,0.609848701680006,0.517712778030734,0.482287221969266
2589,0.683179834657566,0.637936658333311,0.51712308360553,0.48287691639447
2590,0.68137386631756,0.596810133845307,0.533079639731634,0.466920360268366
2591,0.664864870671786,0.648982812409034,0.506044101788691,0.493955898211309
2592,0.640875391184245,0.594427284190663,0.518800294016803,0.481199705983197
2593,0.633174308620909,0.685038689304996,0.480327769197508,0.519672230802492
2594,0.643303769609927,0.62970733619237,0.505340265043874,0.494659734956127
2595,0.611078501182164,0.685193913789737,0.471412099898315,0.528587900101685
2596,0.582187235727195,0.700891341812538,0.453742464349707,0.546257535650293
2597,0.684657060740906,0.623878899678927,0.523223725942724,0.476776274057276
2598,0.637582771158284,0.641714756886769,0.498385056783937,0.501614943216063
2599,0.647139573333337,0.639093031250552,0.503127949817983,0.496872050182017
2600,0.636513032945816,0.647346556925528,0.495780876637453,0.504219123362547
2601,0.663332920942784,0.672111652025004,0.496713180292196,0.503286819707804
2602,0.658990667433524,0.631582888856351,0.510618448845319,0.489381551154681
2603,0.584230058581242,0.670072241321115,0.465780903556282,0.534219096443718
2604,0.63605454030364,0.666515495790133,0.488307363657066,0.511692636342934
2605,0.59137807778959,0.499233200472135,0.542244601332346,0.457755398667654
2606,0.64906794752221,0.630171351601659,0.507385872187281,0.492614127812719
2607,0.670642073352675,0.593535598667958,0.530496692194172,0.469503307805828
2608,0.601852221376077,0.682508893283881,0.46860046953027,0.53139953046973
2609,0.675201103074907,0.609505505138181,0.525568327241697,0.474431672758303
2610,0.681661876658127,0.645632311884559,0.513572561789458,0.486427438210542
2611,0.638825032588938,0.651754751835949,0.494990732303787,0.505009267696213
2612,0.657514852066539,0.631079541314979,0.510257421143277,0.489742578856723
2613,0.622336439940431,0.691345258122174,0.473734574256642,0.526265425743358
2614,0.657426673212782,0.662793248013813,0.497967545135948,0.502032454864052
2615,0.660944696137152,0.654848848848714,0.50231641480218,0.49768358519782
2616,0.707398738726508,0.543282559712762,0.565610711225373,0.434389288774627
2617,0.639819431383963,0.672803899056802,0.48743566912613,0.512564330873871
2618,0.63963228295984,0.624696850908364,0.505906465196203,0.494093534803797
2619,0.653829798841091,0.609575574559572,0.517513865784187,0.482486134215813
2620,0.649688323069053,0.649638915335114,0.500019012813893,0.499980987186107
2621,0.638472307031138,0.638705539353362,0.499908692308246,0.500091307691754
2622,0.695279975614478,0.578033122768336,0.546040071760454,0.453959928239546
2623,0.639641778870842,0.651096978178014,0.495562541511745,0.504437458488255
2624,0.704068350164524,0.616882172290455,0.533001303376615,0.466998696623385
2625,0.637041475410841,0.674201551191132,0.485830210332333,0.514169789667667
2626,0.681806902714765,0.630402091206332,0.519587128173396,0.480412871826604
2627,0.646868254916965,0.664632237817848,0.493227611045788,0.506772388954212
2628,0.618542862254598,0.65561222345427,0.485453355868745,0.514546644131255
2629,0.668478436872505,0.649425826709602,0.50722837412754,0.49277162587246
2630,0.627347752648345,0.63912967613049,0.495348545811233,0.504651454188767
2631,0.63078489710119,0.678732465071528,0.481692656640006,0.518307343359994
2632,0.659515866588444,0.637551478744922,0.508466941952762,0.491533058047238
2633,0.610442455528784,0.649646928597725,0.484443772972456,0.515556227027544
2634,0.659167501172697,0.654289107808733,0.501857082042378,0.498142917957622
2635,0.67562821733208,0.65295551899209,0.508532656888725,0.491467343111275
2636,0.680872795523789,0.623433957169189,0.522018914736126,0.477981085263874
2637,0.62339046838882,0.623755972296738,0.49985346391731,0.50014653608269
2638,0.623740813652272,0.665656951694969,0.483745846638951,0.516254153361049
2639,0.663003620634317,0.636591754662432,0.510161572776394,0.489838427223606
2640,0.672262528187579,0.628277094404525,0.516910455098395,0.483089544901605
2641,0.646978048183912,0.676740875579618,0.48875787493047,0.51124212506953
2642,0.681653311710827,0.651412616786509,0.511342535383229,0.488657464616771
2643,0.540070217985775,0.696597336415064,0.436714148490325,0.563285851509675
2644,0.63716250291224,0.637904004306819,0.499709230306662,0.500290769693338
2645,0.615020181254926,0.584947087053956,0.512530797712237,0.487469202287763
2646,0.65155578268775,0.639689391846925,0.504594941020826,0.495405058979174
2647,0.645538254100708,0.640455828981915,0.501976068624908,0.498023931375092
2648,0.650117509118091,0.656010896000728,0.497743948121969,0.502256051878031
2649,0.634654546557463,0.660485432838398,0.490027762754654,0.509972237245346
2650,0.656770431941601,0.651136315455557,0.502153867811011,0.497846132188989
2651,0.661076813743549,0.638137886502769,0.508827997111036,0.491172002888964
2652,0.625362794793207,0.624052189513505,0.500524487578653,0.499475512421347
2653,0.620197019796777,0.650108430624894,0.488226685629749,0.511773314370251
2654,0.691463302029659,0.600141177242196,0.535352201952314,0.464647798047686
2655,0.601145618255896,0.67928725240672,0.469486243308332,0.530513756691668
2656,0.644481030204502,0.609682975642434,0.5138730079957,0.4861269920043
2657,0.653393602939935,0.62065103556715,0.512849850932677,0.487150149067323
2658,0.626464031049946,0.660529531244411,0.486765473739536,0.513234526260464
2659,0.619034171035908,0.684782264106027,0.474786292265536,0.525213707734464
2660,0.637303129536078,0.582433578202683,0.522492375192642,0.477507624807358
2661,0.641625357650344,0.657818519474994,0.493769195380537,0.506230804619463
2662,0.671662211860045,0.621696220888605,0.519316374218573,0.480683625781427
2663,0.679443371042482,0.600294806717879,0.530923733346425,0.469076266653575
2664,0.64468673134086,0.654089606986647,0.49638010203593,0.50361989796407
2665,0.629721876037574,0.680901668533829,0.480475021714572,0.519524978285428
2666,0.673712576300853,0.628188343311421,0.517483754832507,0.482516245167493
2667,0.636574109583311,0.68245048880658,0.482609733253167,0.517390266746833
2668,0.661883556272747,0.66616433164516,0.498388320401938,0.501611679598062
2669,0.624990729683856,0.661920665182351,0.485651717886011,0.514348282113989
2670,0.667552193306151,0.646699841849834,0.507933163083838,0.492066836916162
2671,0.671188662627015,0.645438816985257,0.5097787134328,0.4902212865672
2672,0.713170326771249,0.594100026142516,0.545541574611303,0.454458425388697
2673,0.609638904890923,0.677182017795605,0.473755822696887,0.526244177303113
2674,0.697004647619372,0.58953369452948,0.541767489381773,0.458232510618227
2675,0.556129954195086,0.701584847018045,0.442174930006922,0.557825069993078
2676,0.66005450188615,0.616086311133205,0.517227013784206,0.482772986215794
2677,0.620381297071894,0.582272671096323,0.515843553916683,0.484156446083317
2678,0.659434941703008,0.639336252610651,0.507737578866991,0.492262421133009
2679,0.685714403941879,0.630063362569837,0.521147583880969,0.478852416119031
2680,0.701485276993281,0.612143972542749,0.534005524953897,0.465994475046103
2681,0.675947503821502,0.647494228890901,0.510749727104451,0.489250272895549
2682,0.641972225232117,0.619622969482295,0.508857538394034,0.491142461605966
2683,0.605411764001756,0.676442996551798,0.472293572276719,0.527706427723281
2684,0.678426516810603,0.593155284317656,0.533529589845217,0.466470410154783
2685,0.602430723391929,0.620766451348657,0.49250499905683,0.50749500094317
2686,0.671962175262687,0.645420298235631,0.510073717223736,0.489926282776264
2687,0.651983198472648,0.656533032208734,0.498261453075857,0.501738546924143
2688,0.636946721151259,0.654608838717607,0.493162463112256,0.506837536887744
2689,0.561231521203713,0.687305424033473,0.449511344734052,0.550488655265948
2690,0.711428598556582,0.59213595477204,0.545756323873617,0.454243676126383
2691,0.65085306060923,0.651924514801492,0.499588780843144,0.500411219156856
2692,0.657756910934631,0.625717557717962,0.512481492230345,0.487518507769655
2693,0.688341508968256,0.636543022974655,0.519548302038684,0.480451697961316
2694,0.702636368585715,0.597411057813269,0.540469796961143,0.459530203038857
2695,0.583861668405191,0.677448983980826,0.462900766992415,0.537099233007585
2696,0.676293351261259,0.644055776160484,0.512207973796948,0.487792026203052
2697,0.664224411912799,0.647946832524086,0.50620253623821,0.49379746376179
2698,0.670719951785586,0.639597925470615,0.511875754294118,0.488124245705882
