"CUS_ID","F20-","F30","F30+","M20-","M30","M30+"
2501,0.0533086722829048,0.403830277727997,0.141935893832264,0.0161698103781126,0.20501276824032,0.179742577538402
2502,0.108367486159513,0.205538969380964,0.0774004523685669,0.138866558346449,0.341883064725131,0.127943469019376
2503,0.023317100613002,0.633332155526709,0.0272011437380799,0.018528352506933,0.246974517374333,0.0506467302409434
2504,0.421700426669094,0.134577602070634,0.105452102963655,0.175077113307838,0.0646768333714076,0.0985159216173711
2505,0.0843929668750135,0.176351440274719,0.134730643972842,0.0688887228404412,0.108262011025945,0.42737421501104
2506,0.00834653816945216,0.351144431056065,0.127530559282408,0.0274510413138111,0.228026945238249,0.257500484940015
2507,0.00859386887367003,0.0293656514931767,0.135525924653125,0.024440967993973,0.154413668262999,0.647659918723056
2508,0.00793800056047758,0.0562748741554953,0.0221985251710049,0.0317497641669028,0.557758607868705,0.324080228077414
2509,0.033102256554387,0.0295293345009108,0.151456343226914,0.0402871225363272,0.0813629011627841,0.664262042018677
2510,0.00768958870259456,0.0465306437534456,0.0424279371503287,0.0192066430666111,0.35711496080993,0.52703022651709
2511,0.679608616816379,0.101450348546805,0.0535798426455517,0.114357003587802,0.0332622076039996,0.0177419807994627
2512,0.0372560746090596,0.149106949351493,0.0365243118806467,0.117431167621266,0.550845555989814,0.108835940547721
2513,0.0116957320395515,0.0210960458756095,0.0335868915400441,0.0335832196645536,0.491750612756112,0.408287498124129
2514,0.0704809012453884,0.617839142981208,0.0363675353202656,0.0199661725734198,0.217841055014215,0.0375051928655029
2515,0.00881377010599611,0.0381734980765879,0.0372654045056907,0.0235036366995387,0.281020824011977,0.61122286660021
2516,0.0691030475696036,0.0700636597026303,0.0524244039902848,0.235553364777693,0.387486190467023,0.185369333492765
2517,0.020817387995465,0.49274783549879,0.0871032186888758,0.0179677201105782,0.197108843599798,0.184254994106493
2518,0.391412899852334,0.221246769528583,0.174700057619287,0.0762509805987531,0.0576550359475626,0.0787342564534804
2519,0.0502229258050941,0.866668157203616,0.0154064371636572,0.0059255732498286,0.0427431566168611,0.0190337499609428
2520,0.0259771616684163,0.0356795011761916,0.0284425236684719,0.147695901100818,0.534461930563859,0.227742981822243
2521,0.0199203748369944,0.0822343754058149,0.276012119230778,0.0363543595347901,0.140598521830315,0.444880249161308
2522,0.24712951277428,0.146946688962551,0.183569853669722,0.0960421300591758,0.144004732484562,0.182307082049709
2523,0.0401176716054338,0.516455669550672,0.0400971491714011,0.019972732541626,0.254312429172583,0.129044347958284
2524,0.0267711147108472,0.151002438428611,0.237783756716088,0.0526075091805015,0.0979587095289379,0.433876471435014
2525,0.0912460677958202,0.0772897181245031,0.0895669859323341,0.235470677894962,0.328541518799993,0.177885031452388
2526,0.145561971213235,0.22147663446038,0.0623835533938489,0.108156174211205,0.354553305659593,0.107868361061738
2527,0.494585501703761,0.144580120423329,0.111403490083107,0.0528314094420699,0.100653432166938,0.0959460461807949
2528,0.00543020394639927,0.0133774105169527,0.0359776323934701,0.0305725115920863,0.135892589130601,0.77874965242049
2529,0.111978881569443,0.178582985727773,0.232905067757714,0.0841268436044613,0.154988871172356,0.237417350168253
2530,0.0130937545424571,0.0228652412455778,0.195802816380397,0.0303807360160534,0.124417655921858,0.613439795893657
2531,0.0248390918919351,0.210339444892001,0.0694287770444286,0.0765481450617855,0.407308891783993,0.211535649325856
2532,0.0422389575566926,0.266035876586726,0.108900094658952,0.033787396088874,0.196146261599559,0.352891413509197
2533,0.000616710419795698,0.00519613221840508,0.0353274376097365,0.00477220447364645,0.0373524140507616,0.916735101227655
2534,0.173769091919213,0.117512651248355,0.176412798211464,0.240682008129609,0.0757442940178021,0.215879156473556
2535,0.0319907753697104,0.0856400666172108,0.227442676795995,0.0256768122479276,0.165627424047505,0.463622244921651
2536,0.143164234518774,0.273673936744475,0.122781224790458,0.0683016437024531,0.198068141678924,0.194010818564915
2537,0.0569162727887141,0.768355833749336,0.052995966243625,0.00834050382480606,0.0861872893109157,0.0272041340826031
2538,0.248414413915198,0.124676809240007,0.0821535749865608,0.118805964660004,0.241430102928032,0.184519134270199
2539,0.279403455254742,0.228955637462877,0.208713579945194,0.0569275888549024,0.140358801429359,0.0856409370529246
2540,0.195794398531975,0.0678337544573274,0.0598014885133723,0.26961622404969,0.323775059815933,0.083179074631702
2541,0.0983289804170721,0.0544576961120574,0.022803257919657,0.544063120551494,0.251317666844752,0.0290292781549676
2542,0.0496538396456327,0.487788797461576,0.029860782700899,0.0351756900692851,0.361718654391106,0.0358022357315009
2543,0.00914853210071978,0.0217569100854197,0.0828853550859479,0.00628705007016208,0.126383560840159,0.753538591817592
2544,0.0830300723355349,0.141721221160063,0.18453710347557,0.194554046266665,0.152209416276696,0.243948140485471
2545,0.0515056863111721,0.280260499729002,0.126769022046817,0.0303326036178648,0.36830132046118,0.142830867833964
2546,0.0395191811476077,0.0795625677312456,0.0564828036286573,0.182161907599701,0.530890910275351,0.111382629617438
2547,0.0239028546967283,0.0682556960117763,0.559087821780723,0.0279997737617782,0.0671196083556285,0.253634245393366
2548,0.0573186593018546,0.0654269017447289,0.0688410102293828,0.272785691761509,0.436886838110442,0.0987408988520829
