"CUS_ID","F20-","F30","F30+","M20-","M30","M30+"
2501,0.0564227057734297,0.43452987317619,0.123289857573681,0.0134316798894128,0.202946747766059,0.169379135821227
2502,0.122158532655276,0.233478453959058,0.0856287428382984,0.142027327168297,0.289931381340521,0.12677556203855
2503,0.0216173571799053,0.676302459309079,0.0191057692233318,0.0157191391073815,0.224384192130084,0.0428710830502188
2504,0.455975270600981,0.115494722449129,0.101035684248889,0.193568261643437,0.0534260276440812,0.0805000334134834
2505,0.111207021930556,0.198369275731509,0.131131048159293,0.0741905089533431,0.107305134674761,0.377797010550538
2506,0.00884347285835357,0.336693627711333,0.120667180780328,0.0256584753857324,0.229692333445411,0.278444909818842
2507,0.00875554053775954,0.0264953441821616,0.123812706482858,0.0310466290935708,0.179985279331622,0.629904500372029
2508,0.00772090117510634,0.0567687141005684,0.0214401759001682,0.0373480089328838,0.552246467756783,0.32447573213449
2509,0.0492103557291087,0.0302587806236918,0.182991785828784,0.0464222226841195,0.0819976394041253,0.60911921573017
2510,0.00881064104354055,0.0529324774414212,0.0524478386843298,0.0223923819318444,0.361360676570986,0.502055984327878
2511,0.684249123745304,0.113047848960964,0.0605351817559846,0.0943156323509984,0.0277359897304098,0.0201162234563385
2512,0.0349764875116735,0.136944900049658,0.0322033932856902,0.13193563349073,0.554567374242868,0.10937221141938
2513,0.0125371786573252,0.0207667424332279,0.0332798394371795,0.0303452671987869,0.477000143618755,0.426070828654725
2514,0.0769544329125608,0.585363915402612,0.0400499274232626,0.021950360543048,0.234432360874527,0.0412490028439887
2515,0.0080877205881679,0.0390908660095267,0.0416558980130031,0.0225865202994096,0.293129424718475,0.595449570371418
2516,0.074333517467941,0.0618634927046025,0.0522827703549471,0.243975246750208,0.39399348891492,0.173551483807381
2517,0.0176030999411332,0.508927373302905,0.0943946462557772,0.0141724849499919,0.187766459485909,0.177135936064284
2518,0.393095612979335,0.231793860035346,0.15896529892681,0.0797388825626278,0.0580375902496651,0.078368755246216
2519,0.0597479017464683,0.860081792626217,0.0145034825360992,0.00588015325290654,0.0424711932690711,0.0173154765692383
2520,0.0260293357980967,0.0359650284362449,0.0274611549163498,0.141893382833638,0.540562749352114,0.228088348663557
2521,0.00854058531961112,0.0563327835976134,0.211881566578374,0.0218236678870018,0.120864000379417,0.580557396237983
2522,0.233752847012925,0.15844586569757,0.205784767467728,0.0917079634607408,0.134446754144296,0.17586180221674
2523,0.0412842000190786,0.474641397125237,0.0461486054806912,0.0163406729834324,0.290183555991911,0.13140156839965
2524,0.0172144491049692,0.112670893770725,0.274166812845976,0.0420731001535417,0.0668019062511112,0.487072837873677
2525,0.0841922963651782,0.0761366332392581,0.0771209400096234,0.269452393690043,0.296363981142204,0.196733755553694
2526,0.151236314108585,0.2521287631394,0.057079088208323,0.0953847549473761,0.321841371421077,0.122329708175238
2527,0.501311412604709,0.147661396476303,0.104700497734338,0.0620701384584673,0.0941434572318617,0.0901130974943212
