"CUS_ID","F20-","F30","F30+","M20-","M30","M30+"
2501,0.0420657715249629,0.45407655583205,0.142198758464826,0.0140153667266176,0.134763825389569,0.212879722061975
2502,0.106209018323426,0.227258089226705,0.0808489165410954,0.126301365990812,0.317430308465442,0.14195230145252
2503,0.0196464686739763,0.690606832580443,0.0325854503196776,0.0248199401925544,0.173441805908196,0.0588995023251537
2504,0.540589449281854,0.108190000818099,0.08442296621636,0.133295810405973,0.0696587775771237,0.0638429957005902
2505,0.0799696825420341,0.182401596379701,0.141874309726991,0.0685964544602547,0.108481651476971,0.418676305414049
2506,0.00767429304634845,0.400127334792271,0.111929620814074,0.0283848526901281,0.174546373159372,0.277337525497806
2507,0.0120653581854524,0.0307651157648998,0.146308988292168,0.0276161414731076,0.134025150003795,0.649219246280577
2508,0.00979854087486414,0.0631367555660725,0.0281819491017381,0.0400679999962791,0.500155423406299,0.358659331054747
2509,0.0483116866195969,0.0459931369599737,0.191929661040625,0.0656803750013157,0.100533066915966,0.547552073462523
2510,0.0110120646191437,0.0540784631843038,0.0469513351331447,0.0242117937238924,0.323983552200204,0.539762791139312
2511,0.817781914925748,0.0623111594129169,0.0253601216818764,0.0657606791460956,0.0211951038998861,0.00759102093347687
2512,0.0359516483682541,0.138625738094618,0.0406308248699233,0.110448693018765,0.547455747667093,0.126887347981346
2513,0.012047524853405,0.0167911144838312,0.0275215693643487,0.0357797761675157,0.47961047153466,0.428249543596239
2514,0.0600586637717274,0.748372411024514,0.0243816330284608,0.0141849337943429,0.11965482950791,0.0333475288730453
2515,0.0117018423973209,0.0316173226698634,0.0302361653773823,0.0209387956533406,0.193958294655224,0.711547579246869
2516,0.063581583429412,0.0696202282826442,0.0485930023658109,0.197037916726949,0.460491566992193,0.160675702202991
2517,0.017057042658356,0.58567711782504,0.0644645641482768,0.0142693642928251,0.118583327940264,0.199948583135238
2518,0.413153154959572,0.267178378517957,0.151155127455097,0.0644613195093168,0.0454271276358149,0.0586248919222431
2519,0.0354815697353114,0.912741641734557,0.0100755803375981,0.00394489853243168,0.021314695349608,0.0164416143104935
2520,0.0258623727541421,0.0299346278378912,0.0277798273699035,0.117501008346339,0.595839153575056,0.203083010116668
2521,0.0288734746509564,0.0974546413667599,0.338830766591756,0.0607165400761348,0.13812041550796,0.336004161806433
2522,0.298492928020363,0.143406931565631,0.173495974160296,0.0941027847424886,0.119511735603193,0.170989645908027
2523,0.0333973808237646,0.604330409207497,0.0343067679437908,0.0183989017180287,0.148236601564979,0.16132993874194
2524,0.0275748567834938,0.168049250013955,0.278273989003674,0.0773043353788765,0.122587012083169,0.326210556736832
2525,0.0698908303602244,0.0732173506041384,0.0992239845909531,0.223911064889536,0.389600215606071,0.144156553949077
2526,0.183208152442963,0.27836950800605,0.05897820489825,0.0983390069606324,0.275933558934808,0.105171568757297
2527,0.601692536068968,0.111992479864344,0.0789748888723039,0.0357877909282102,0.0790698673680844,0.0924824368980895
2528,0.00835260326991045,0.014999153763369,0.0443319520124299,0.0361509894602023,0.144991968440373,0.751173333053715
2529,0.109867894859981,0.20046141366206,0.243554815319443,0.0954949237996907,0.135878748755044,0.21474220360378
2530,0.0176446204661809,0.0326191216630458,0.267236482220364,0.0417877624834321,0.117146084406376,0.5235659287606
2531,0.0237466717421032,0.216649425518334,0.0771794652826736,0.0914478947436702,0.33605678170158,0.254919761011639
2532,0.0388120707881566,0.27131665802166,0.113396916115898,0.0317931369145842,0.160556156934365,0.384125061225336
2533,0.00229753638088118,0.00976274643894547,0.046904161208598,0.00846482624587469,0.0503986867506387,0.882172042975062
2534,0.201400885324939,0.108286345831842,0.171674057970293,0.249642638988233,0.0929621611235444,0.176033910761149
2535,0.0373663378600881,0.107141218671017,0.2510581030173,0.035405742373583,0.159217509543399,0.409811088534612
2536,0.133391535874459,0.308927338762371,0.105642644714395,0.0733656443813775,0.167465674421023,0.211207161846374
2537,0.0455437033291749,0.833418185595182,0.0423574191877226,0.00637259798805508,0.0481882217926604,0.0241198721072047
2538,0.271011937951206,0.110179465072236,0.0676373835805607,0.0993114887072571,0.237210887538593,0.214648837150148
2539,0.289796530045462,0.269933797196312,0.203217627289885,0.0455003184032109,0.107619217270065,0.0839325097950654
2540,0.195271473095106,0.0656554965646671,0.0612135723998034,0.216562468440944,0.387373394019999,0.0739235954794811
2541,0.107085732240865,0.0564262183713521,0.0396097364480058,0.449792876623076,0.314064680821221,0.0330207554954799
2542,0.049666339293465,0.598449314522926,0.0298770407375498,0.0478404329715635,0.226048049789639,0.0481188226848561
2543,0.0135841239646681,0.0315267950522182,0.0843092327500908,0.010396857217088,0.106190917523432,0.753992073492503
2544,0.0699984448432271,0.14231281393243,0.200435196815675,0.238130461954457,0.144822396612753,0.204300685841458
2545,0.0533719812652126,0.371758849365109,0.116573437439896,0.0288120477484547,0.261631712492834,0.167851971688494
2546,0.0382394279859398,0.0650318366247512,0.0541754411149097,0.168417990922294,0.575358539170849,0.0987767641812563
2547,0.0260566872814862,0.0817469200329552,0.588206446505261,0.0342560267135856,0.0617302209714668,0.208003698495245
2548,0.0474190068637239,0.0628128203983147,0.0847811261179695,0.274455251127933,0.434690747425491,0.0958410480665678
2549,0.010254291768052,0.0550987849847438,0.0301899834851281,0.0358588265011329,0.301934490282622,0.566663622978321
2550,0.0108422277943708,0.0110335654294053,0.0282193502342381,0.145322266575187,0.574263300440866,0.230319289525932
2551,0.360032458273772,0.175338898182129,0.05238143071502,0.200907693162686,0.125030334252762,0.0863091854136316
2552,0.0850295265417194,0.310997094557013,0.293730806223073,0.0239872924476455,0.13024116432,0.15601411591055
2553,0.414521814193332,0.274494547352805,0.0463006848691641,0.0940354090192501,0.130612945331805,0.0400345992336437
2554,0.1550233565256,0.357450268189964,0.109325825155275,0.0876747796507778,0.212503289114198,0.0780224813641857
2555,0.0176537094354515,0.180243751036413,0.155944856333869,0.0545604557541387,0.407777126346688,0.18382010109344
2556,0.0742144530604482,0.348296076567903,0.339190117037635,0.0375562805433391,0.0752341989896904,0.125508873800985
2557,0.482037683532475,0.130746323286291,0.28544547665129,0.0460260706785209,0.0363194666938532,0.0194249791575699
2558,0.0228231778649147,0.0652371849595847,0.781270050822114,0.0303759289081953,0.0380304451934885,0.0622632122517028
